Number,Frequency
0.436485529269,0.001
0.502610447078,0.001
0.474806071723,0.001
0.849488738053,0.001
0.403444769033,0.001
0.441148521801,0.001
0.149285317685,0.001
0.840811019732,0.001
0.231548072549,0.001
0.398840431673,0.001
0.906607637926,0.001
0.356197124197,0.001
0.926591407921,0.001
0.875619185861,0.001
0.86251355608,0.001
0.786620619434,0.001
0.298781879351,0.001
0.0756227989588,0.001
0.70216141559,0.001
0.0539150249126,0.001
0.698887431041,0.001
0.585221786249,0.001
0.875282307423,0.001
0.267406409848,0.001
0.941846156554,0.001
0.470321190785,0.001
0.409152997277,0.001
0.955902104073,0.001
0.266600860335,0.001
0.945032861684,0.001
0.853873280356,0.001
0.609395770739,0.001
0.454406514534,0.001
0.806301519653,0.001
0.174226046904,0.001
0.701676640971,0.001
0.0202128441928,0.001
0.121272967729,0.001
0.332908648478,0.001
0.489309090739,0.001
0.490019801365,0.001
0.677088774826,0.001
0.351184864004,0.001
0.848335066104,0.001
0.211577337615,0.001
0.580068833325,0.001
0.811906616237,0.001
0.738874240712,0.001
0.82352596035,0.001
0.457094446232,0.001
0.345529342039,0.001
0.948624898958,0.001
0.0202821806779,0.001
0.614754488935,0.001
0.597857960508,0.001
0.163026099379,0.001
0.733205370753,0.001
0.234420312716,0.001
0.889231735619,0.001
0.515233570711,0.001
0.986111934206,0.001
0.583124454385,0.001
0.197363776359,0.001
0.992734727279,0.001
0.762236890801,0.001
0.240122332737,0.001
0.391191273431,0.001
0.16131401315,0.001
0.109753497117,0.001
0.450245888917,0.001
0.237078836719,0.001
0.0943538030868,0.001
0.702914543499,0.001
0.494537864143,0.001
0.126406210442,0.001
0.0471346584649,0.001
0.90922863605,0.001
0.416998184703,0.001
0.152548331542,0.001
0.460359378541,0.001
0.0521539496452,0.001
0.947743190027,0.001
0.202839463667,0.001
0.741655521846,0.001
0.523978312436,0.001
0.777036746629,0.001
0.626271428272,0.001
0.983693920937,0.001
0.84686764491,0.001
0.641697252296,0.001
0.494728369317,0.001
0.294893545972,0.001
0.382365313479,0.001
0.655251828502,0.001
0.407819631355,0.001
0.63665542189,0.001
0.116768717671,0.001
0.641650292306,0.001
0.935339543937,0.001
0.798546884491,0.001
0.222062273767,0.001
0.982556201553,0.001
0.110444677257,0.001
0.996997458381,0.001
0.201364366534,0.001
0.71792303015,0.001
0.415799193754,0.001
0.472126776548,0.001
0.225699929287,0.001
0.41992336115,0.001
0.249302431672,0.001
0.809028740045,0.001
0.848076459984,0.001
0.983739017242,0.001
0.933190226406,0.001
0.445036471022,0.001
0.0732238516662,0.001
0.38706809372,0.001
0.547072056252,0.001
0.901509385449,0.001
0.464796367488,0.001
0.823049671143,0.001
0.329371992272,0.001
0.701075920468,0.001
0.477496449894,0.001
0.121707581869,0.001
0.692000093343,0.001
0.309431142142,0.001
0.873371018516,0.001
0.971565379556,0.001
0.982849969977,0.001
0.112851874929,0.001
0.608729497146,0.001
0.0906791858742,0.001
0.920692820737,0.001
0.239222322893,0.001
0.28937299088,0.001
0.908485553121,0.001
0.97350110787,0.001
0.675528470659,0.001
0.182781255126,0.001
0.567330503625,0.001
0.400269441012,0.001
0.359320445769,0.001
0.82855337365,0.001
0.648084070846,0.001
0.684698727689,0.001
0.771795183282,0.001
0.0862038322525,0.001
0.724101455046,0.001
0.285515383779,0.001
0.156919517102,0.001
0.111440319895,0.001
0.594964417939,0.001
0.574770555695,0.001
0.493628101838,0.001
0.803657924311,0.001
0.74280730512,0.001
0.206190148304,0.001
0.278511519023,0.001
0.0058870855978,0.001
0.142338076851,0.001
0.464926322995,0.001
0.433872780184,0.001
0.864069647992,0.001
0.965863628818,0.001
0.644222900752,0.001
0.251505219133,0.001
0.385175417238,0.001
0.893644739329,0.001
0.0786184283885,0.001
0.794084957043,0.001
0.485217417904,0.001
0.853144104148,0.001
0.23374991003,0.001
0.790572818364,0.001
0.354085772621,0.001
0.194360062469,0.001
0.800169646969,0.001
0.342734426592,0.001
0.39275532536,0.001
0.280828804555,0.001
0.327945724549,0.001
0.975005809422,0.001
0.580740396726,0.001
0.31695065443,0.001
0.192553089533,0.001
0.775810426692,0.001
0.976772895772,0.001
0.846549700853,0.001
0.174785661562,0.001
0.863597586195,0.001
0.920477584892,0.001
0.31385479213,0.001
0.175726462686,0.001
0.886319834533,0.001
0.728928764348,0.001
0.303178171831,0.001
0.541798316264,0.001
0.711507998998,0.001
0.963122808502,0.001
0.701297448973,0.001
0.943491186309,0.001
0.0375005326314,0.001
0.0930074711325,0.001
0.00580880208584,0.001
0.877797575036,0.001
0.953125333052,0.001
0.772765354099,0.001
0.0748578535437,0.001
0.575281356485,0.001
0.383386242298,0.001
0.872252371772,0.001
0.989532209201,0.001
0.833176648727,0.001
0.214958483413,0.001
0.00994406981388,0.001
0.423622955936,0.001
0.0112310682312,0.001
0.831027251373,0.001
0.0371279739554,0.001
0.36131035476,0.001
0.372507445227,0.001
0.191130932362,0.001
0.811879381954,0.001
0.702726350159,0.001
0.904764161727,0.001
0.339406126002,0.001
0.331352823437,0.001
0.725949992452,0.001
0.19867521281,0.001
0.733661748663,0.001
0.628394403665,0.001
0.749894849592,0.001
0.899329655265,0.001
0.616700165628,0.001
0.712663167336,0.001
0.654490373451,0.001
0.673852085147,0.001
0.73272399071,0.001
0.758950946074,0.001
0.0192914319579,0.001
0.772394180638,0.001
0.512072563788,0.001
0.617020131127,0.001
0.363533855621,0.001
0.85259866999,0.001
0.363083960379,0.001
0.919770722284,0.001
0.981803422625,0.001
0.429309967011,0.001
0.378920439278,0.001
0.512234695077,0.001
0.00228445328099,0.001
0.581104764443,0.001
0.439975600234,0.001
0.244072737873,0.001
0.20812825309,0.001
0.609770072666,0.001
0.654997839844,0.001
0.549843671728,0.001
0.744921938188,0.001
0.0803949290381,0.001
0.907043712528,0.001
0.905058163348,0.001
0.518191356592,0.001
0.229911153348,0.001
0.702451011221,0.001
0.475771557663,0.001
0.725929283468,0.001
0.648258473162,0.001
0.305274380633,0.001
0.351635350661,0.001
0.735804108969,0.001
0.225690908414,0.001
0.549490242604,0.001
0.582597285659,0.001
0.866403849245,0.001
0.807481082679,0.001
0.418365852614,0.001
0.220619093858,0.001
0.719402586517,0.001
0.991485392645,0.001
0.205780336262,0.001
0.441533466009,0.001
0.512811462192,0.001
0.00321395684971,0.001
0.126455716083,0.001
0.718277024108,0.001
0.289282700657,0.001
0.65351951838,0.001
0.426272056109,0.001
0.681621594964,0.001
0.214755367271,0.001
0.232385706054,0.001
0.197388481572,0.001
0.612277078996,0.001
0.475458767712,0.001
0.270851757919,0.001
0.603793198622,0.001
0.796461875144,0.001
0.996092851734,0.001
0.906293209621,0.001
0.8850621877,0.001
0.556387005872,0.001
0.385436207141,0.001
0.587548077827,0.001
0.667507470593,0.001
0.0311539266998,0.001
0.346588762849,0.001
0.103195585971,0.001
0.795410845141,0.001
0.43240777053,0.001
0.103157347938,0.001
0.315230524157,0.001
0.784936977305,0.001
0.403086817838,0.001
0.538144900039,0.001
0.0272396006386,0.001
0.920539691726,0.001
0.271178163947,0.001
0.0500484498612,0.001
0.753187973116,0.001
0.201721271006,0.001
0.0930188100841,0.001
0.66639049976,0.001
0.711449942916,0.001
0.0700535046496,0.001
0.334059581101,0.001
0.467617435602,0.001
0.0416815484345,0.001
0.548253624508,0.001
0.357997342581,0.001
0.933206647526,0.001
0.558383792752,0.001
0.175272785615,0.001
0.739924820965,0.001
0.0533637612307,0.001
0.609430407774,0.001
0.224171721906,0.001
0.804606294983,0.001
0.0227574810997,0.001
0.419064212996,0.001
0.46702187279,0.001
0.783596139313,0.001
0.582670761316,0.001
0.819774015267,0.001
0.972474155208,0.001
0.363965920657,0.001
0.90470634363,0.001
0.344471459244,0.001
0.273660116265,0.001
0.0350361204243,0.001
0.01652137523,0.001
0.235395843365,0.001
0.083642850359,0.001
0.348364526941,0.001
0.605522531788,0.001
0.74890267046,0.001
0.534837595847,0.001
0.838985555755,0.001
0.343636450421,0.001
0.307649562425,0.001
0.504447337614,0.001
0.461768090227,0.001
0.9089536469,0.001
0.24052342805,0.001
0.416507423842,0.001
0.23610767811,0.001
0.803320292989,0.001
0.624038820546,0.001
0.957783346698,0.001
0.449922743566,0.001
0.129160018416,0.001
0.226842855772,0.001
0.259052459205,0.001
0.00184837212917,0.001
0.928608545302,0.001
0.637205490658,0.001
0.848337779642,0.001
0.272441333156,0.001
0.294366305747,0.001
0.553316486043,0.001
0.332673562206,0.001
0.292233176203,0.001
0.712803737568,0.001
0.503551620053,0.001
0.00343213378998,0.001
0.440625140831,0.001
0.231708621056,0.001
0.114931988448,0.001
0.913357638611,0.001
0.306069237749,0.001
0.0508860590002,0.001
0.607606557784,0.001
0.966294914255,0.001
0.523512274896,0.001
0.264247012741,0.001
0.526381064722,0.001
0.863810693281,0.001
0.790679609648,0.001
0.462664239712,0.001
0.538946547666,0.001
0.0525686393111,0.001
0.731048504929,0.001
0.726466815471,0.001
0.039952053812,0.001
0.649352714493,0.001
0.691322969333,0.001
0.13331097066,0.001
0.593806433774,0.001
0.186258332977,0.001
0.425901378108,0.001
0.23526106537,0.001
0.510799339596,0.001
0.772676360365,0.001
0.627100138871,0.001
0.922145300077,0.001
0.534022026631,0.001
0.933315926362,0.001
0.346839153273,0.001
0.873910362436,0.001
0.469393459874,0.001
0.949162181873,0.001
0.68838494792,0.001
0.0697486920862,0.001
0.155779704295,0.001
0.141161546077,0.001
0.562861789867,0.001
0.439822788211,0.001
0.792865696992,0.001
0.319267006605,0.001
0.554352838737,0.001
0.112285786044,0.001
0.448690625876,0.001
0.784350819313,0.001
0.380008194563,0.001
0.438312266153,0.001
0.752580353169,0.001
0.0217417314123,0.001
0.0618811517208,0.001
0.950068902489,0.001
0.625896366427,0.001
0.508161737584,0.001
0.940939381347,0.001
0.431158758977,0.001
0.838673554509,0.001
0.761367040141,0.001
0.564881759702,0.001
0.117744142631,0.001
0.858343799064,0.001
0.534595211032,0.001
0.179719557359,0.001
0.051771406023,0.001
0.00542371318667,0.001
0.937966788505,0.001
0.0704316049996,0.001
0.306977731667,0.001
0.521630968867,0.001
0.297608120558,0.001
0.920869556014,0.001
0.219965714894,0.001
0.740064298004,0.001
0.257796987967,0.001
0.281008944294,0.001
0.745956630597,0.001
0.34523962515,0.001
0.765717956128,0.001
0.66335770799,0.001
0.443849789615,0.001
0.0692198000152,0.001
0.0514407441579,0.001
0.685084320431,0.001
0.855166891062,0.001
0.670895555637,0.001
0.772697190689,0.001
0.808186034993,0.001
0.0329299120322,0.001
0.104811129695,0.001
0.44190955471,0.001
0.702997205052,0.001
0.30934309221,0.001
0.537558542533,0.001
0.0127499664199,0.001
0.802658069829,0.001
0.878479470036,0.001
0.447512860274,0.001
0.906231633032,0.001
0.423931833507,0.001
0.723833316157,0.001
0.910029636064,0.001
0.971743342185,0.001
0.291523455601,0.001
0.643421886911,0.001
0.513700882831,0.001
0.348910555754,0.001
0.757100582611,0.001
0.496386290379,0.001
0.209556222514,0.001
0.52582121155,0.001
0.266655446867,0.001
0.994455342014,0.001
0.581224923377,0.001
0.875660663212,0.001
0.245208860873,0.001
0.263408663949,0.001
0.927697426952,0.001
0.140140654467,0.001
0.743340023209,0.001
0.199164847898,0.001
0.868937977644,0.001
0.128964784085,0.001
0.89975954158,0.001
0.306675678522,0.001
0.0395914312007,0.001
0.327291495636,0.001
0.393824584575,0.001
0.365641363024,0.001
0.0139554816043,0.001
0.2431484502,0.001
0.296964653903,0.001
0.644921559151,0.001
0.579243439996,0.001
0.341562996426,0.001
0.330776940156,0.001
0.373175870238,0.001
0.898148460896,0.001
0.295371066806,0.001
0.87051359875,0.001
0.599159742701,0.001
0.157344759618,0.001
0.526865985972,0.001
0.44467498251,0.001
0.710600881706,0.001
0.28348328136,0.001
0.884788782112,0.001
0.385231510716,0.001
0.967259202649,0.001
0.988865886958,0.001
0.364587003817,0.001
0.166633734269,0.001
0.912183323115,0.001
0.757941761742,0.001
0.577838221731,0.001
0.538154165236,0.001
0.0862183025579,0.001
0.79589455049,0.001
0.0210060043402,0.001
0.814117677381,0.001
0.0409933057459,0.001
0.668089671849,0.001
0.424302839063,0.001
0.942488716251,0.001
0.178715121369,0.001
0.492435240325,0.001
0.946542653035,0.001
0.702077437287,0.001
0.977807334731,0.001
0.293024122251,0.001
0.877304370258,0.001
0.77596718197,0.001
0.148211167575,0.001
0.044271860099,0.001
0.406507520822,0.001
0.837125382565,0.001
0.589989961399,0.001
0.283869947283,0.001
0.815158667223,0.001
0.431645901762,0.001
0.51622826448,0.001
0.965423650486,0.001
0.933367319376,0.001
0.617447205189,0.001
0.903104851392,0.001
0.0417304976465,0.001
0.423845326063,0.001
0.416497594203,0.001
0.373803412919,0.001
0.96475417655,0.001
0.718288734948,0.001
0.47243782525,0.001
0.274796047439,0.001
0.96398364937,0.001
0.811571438394,0.001
0.663281997273,0.001
0.363037149605,0.001
0.305756132687,0.001
0.149004837711,0.001
0.155638119551,0.001
0.101522635079,0.001
0.774944867336,0.001
0.297120852342,0.001
0.485946937923,0.001
0.887513488227,0.001
0.777596338802,0.001
0.49614147882,0.001
0.375797317621,0.001
0.130635880999,0.001
0.876855468409,0.001
0.696146586093,0.001
0.166023636969,0.001
0.51771150152,0.001
0.303494026973,0.001
0.555621248426,0.001
0.298554472106,0.001
0.928653734539,0.001
0.945834265026,0.001
0.748859034899,0.001
0.884333549719,0.001
0.633045304726,0.001
0.627605785391,0.001
0.887295376103,0.001
0.667143454414,0.001
0.83971582913,0.001
0.778626791029,0.001
0.52670871388,0.001
0.245026692447,0.001
0.100649549767,0.001
0.575143212211,0.001
0.0526149642565,0.001
0.450658211878,0.001
0.143169074365,0.001
0.607123014269,0.001
0.163913875285,0.001
0.934986233184,0.001
0.610784173218,0.001
0.777857662494,0.001
0.746541970185,0.001
0.853409411528,0.001
0.895942072393,0.001
0.945548181316,0.001
0.94218216453,0.001
0.79087627535,0.001
0.156938465278,0.001
0.719517835334,0.001
0.143529804833,0.001
0.563342696955,0.001
0.188413056285,0.001
0.427447131272,0.001
0.828028571241,0.001
0.428276748401,0.001
0.430749244806,0.001
0.958614960691,0.001
0.802138907639,0.001
0.617036957203,0.001
0.298623393129,0.001
0.269531081675,0.001
0.601723098804,0.001
0.998745108357,0.001
0.297317577083,0.001
0.674252498725,0.001
0.2274381289,0.001
0.841637281996,0.001
0.0894376821052,0.001
0.360907266176,0.001
0.561642797079,0.001
0.481006697731,0.001
0.339024381097,0.001
0.477253275126,0.001
0.667429870083,0.001
0.0182217556967,0.001
0.0233642358598,0.001
0.24306915859,0.001
0.818553365834,0.001
0.51315633616,0.001
0.349478774748,0.001
0.237297217627,0.001
0.482119402797,0.001
0.384386382097,0.001
0.562096521372,0.001
0.0593149629641,0.001
0.0779802409697,0.001
0.419720732465,0.001
0.451159560236,0.001
0.36571964044,0.001
0.349160516873,0.001
0.12049775681,0.001
0.385917033795,0.001
0.392486419726,0.001
0.647945274047,0.001
0.47491535237,0.001
0.212729489217,0.001
0.482010451189,0.001
0.204416421364,0.001
0.986825879931,0.001
0.546706614228,0.001
0.215140659303,0.001
0.0369373726417,0.001
0.171563789556,0.001
0.760478677644,0.001
0.175973301648,0.001
0.0345909411906,0.001
0.874592011661,0.001
0.020546295716,0.001
0.0160782222679,0.001
0.0956966514454,0.001
0.360650395154,0.001
0.586542080823,0.001
0.668129634482,0.001
0.0140972242583,0.001
0.502980662327,0.001
0.350226975167,0.001
0.828216268728,0.001
0.336284257809,0.001
0.893551545248,0.001
0.440327027219,0.001
0.492932932351,0.001
0.983971080828,0.001
0.265625100735,0.001
0.864063465424,0.001
0.632486694969,0.001
0.766979659366,0.001
0.269182354755,0.001
0.921945777315,0.001
0.810606924138,0.001
0.268148048875,0.001
0.597280710857,0.001
0.2317742632,0.001
0.994565219284,0.001
0.623765678257,0.001
0.882369871425,0.001
0.182659442259,0.001
0.88354805675,0.001
0.831292127501,0.001
0.338653910076,0.001
0.845969176753,0.001
0.899066663603,0.001
0.688597896105,0.001
0.941739776536,0.001
0.665341833509,0.001
0.784361819652,0.001
0.878209983965,0.001
0.455677249634,0.001
0.0910055318108,0.001
0.476118199056,0.001
0.300122849392,0.001
0.0671207588258,0.001
0.680660762029,0.001
0.0650024098853,0.001
0.873502480199,0.001
0.181353267909,0.001
0.62766956088,0.001
0.31034361781,0.001
0.342396850242,0.001
0.612493267004,0.001
0.36677252799,0.001
0.1432113039,0.001
0.277375692395,0.001
0.820153233681,0.001
0.15603488637,0.001
0.0339616810133,0.001
0.102130010779,0.001
0.323161960133,0.001
0.70410466381,0.001
0.391949100961,0.001
0.170994223078,0.001
0.386884276674,0.001
0.744183067855,0.001
0.543881421883,0.001
0.403671148726,0.001
0.168722094894,0.001
0.883285770272,0.001
0.874185812119,0.001
0.643090260142,0.001
0.913355362911,0.001
0.731788020413,0.001
0.509884372967,0.001
0.975180404723,0.001
0.485753902699,0.001
0.0512924056648,0.001
0.68028690262,0.001
0.713722590086,0.001
0.935789844879,0.001
0.375707756323,0.001
0.778824829627,0.001
0.970596039666,0.001
0.871774698508,0.001
0.16119665537,0.001
0.0817148419525,0.001
0.803258207102,0.001
0.398285998321,0.001
0.0191158740636,0.001
0.991322068637,0.001
0.580684690575,0.001
0.643910532405,0.001
0.455341272993,0.001
0.559274468512,0.001
0.0562624803953,0.001
0.403640168673,0.001
0.200371535255,0.001
0.603104152225,0.001
0.661936321756,0.001
0.709917107564,0.001
0.723579922972,0.001
0.782649824468,0.001
0.170933197596,0.001
0.783788247638,0.001
0.358887336775,0.001
0.396538399383,0.001
0.873105188698,0.001
0.0354975341933,0.001
0.376945317841,0.001
0.914551544763,0.001
0.59553842693,0.001
0.24161405617,0.001
0.457147266478,0.001
0.787001662769,0.001
0.485049155526,0.001
0.678850229031,0.001
0.155130817443,0.001
0.172694637764,0.001
0.041043577704,0.001
0.696040449676,0.001
0.793279399866,0.001
0.190777734222,0.001
0.738776733908,0.001
0.678451362351,0.001
0.0167926495299,0.001
0.0562046657652,0.001
0.923915596053,0.001
0.679482050235,0.001
0.812250109111,0.001
0.237958965969,0.001
0.032562781805,0.001
0.75773079427,0.001
0.339098608846,0.001
0.211017329166,0.001
0.870827273225,0.001
0.90900786323,0.001
0.204139669218,0.001
0.919571214037,0.001
0.286230961492,0.001
0.00631116951655,0.001
0.0606891445901,0.001
0.0173549643961,0.001
0.507789456672,0.001
0.6032225186,0.001
0.858766402338,0.001
0.43605772943,0.001
0.128940782846,0.001
0.392454071733,0.001
0.635305730919,0.001
0.545395701036,0.001
0.71888932538,0.001
0.395911800211,0.001
0.983058543466,0.001
0.724208209805,0.001
0.513721083093,0.001
0.803090667174,0.001
0.026449366676,0.001
0.495925754702,0.001
0.604047396953,0.001
0.445870202984,0.001
0.48478191242,0.001
0.207558825029,0.001
0.317908458099,0.001
0.0267542558879,0.001
0.13322217712,0.001
0.402416640223,0.001
0.801968920238,0.001
0.128008333181,0.001
0.104660614077,0.001
0.0709372334736,0.001
0.680093160009,0.001
0.684395292298,0.001
0.517711963183,0.001
0.249456374165,0.001
0.289090332512,0.001
0.118048175721,0.001
0.768704954793,0.001
0.66228139195,0.001
0.481036126222,0.001
0.748323659122,0.001
0.960937143963,0.001
0.921855094392,0.001
0.435167016194,0.001
0.617710951988,0.001
0.883659963941,0.001
0.721455873265,0.001
0.65840543007,0.001
0.16930839622,0.001
0.554721960087,0.001
0.60061372316,0.001
0.87894731087,0.001
0.183803292997,0.001
0.0956448182162,0.001
0.59552253651,0.001
0.658246650506,0.001
0.381729991622,0.001
0.93060840706,0.001
0.0278858212313,0.001
0.891696827526,0.001
0.343591701087,0.001
0.748976369231,0.001
0.403989265432,0.001
0.706975599458,0.001
0.575980998659,0.001
0.947585007676,0.001
0.146994804784,0.001
0.149105763027,0.001
0.330144146697,0.001
0.0422020942124,0.001
0.654633188702,0.001
0.295509529601,0.001
0.416063500221,0.001
0.359185651408,0.001
0.0267936260863,0.001
0.369122936689,0.001
0.993336821547,0.001
0.846818357986,0.001
0.438120798379,0.001
0.777516509483,0.001
0.440371708632,0.001
0.724221859426,0.001
0.51159214888,0.001
0.642317210647,0.001
0.64392533496,0.001
0.914901173886,0.001
0.525624670218,0.001
0.248907069276,0.001
0.451434095673,0.001
0.799116055742,0.001
0.810071151788,0.001
0.167181949393,0.001
0.371068201192,0.001
0.968716784086,0.001
0.692472144436,0.001
0.181924324919,0.001
0.0718541054681,0.001
0.832690882767,0.001
0.825073886476,0.001
0.787608553805,0.001
0.942701566929,0.001
0.432648148928,0.001
0.861747437903,0.001
0.903352911326,0.001
0.942877043535,0.001
0.521524128193,0.001
0.020590184201,0.001
0.941299377493,0.001
0.556184946561,0.001
0.0688077139688,0.001
0.882191840457,0.001
0.390858145711,0.001
0.932981437569,0.001
0.0838153296812,0.001
0.0567031453879,0.001
0.685720156791,0.001
0.91105998075,0.001
0.198052156564,0.001
0.0399896895337,0.001
0.0518228904093,0.001
0.06272768888,0.001
0.36014078011,0.001
0.491804040113,0.001
0.730308017586,0.001
0.831382734969,0.001
0.460584145143,0.001
0.931217157219,0.001
0.0281874228317,0.001
0.167745104604,0.001
0.856263364458,0.001
0.511346805727,0.001
0.760380752012,0.001
0.774035659208,0.001
0.343851007456,0.001
0.939850537332,0.001
0.28546713284,0.001
0.718862503793,0.001
0.0473399144037,0.001
0.0468739253129,0.001
0.0662956430638,0.001
0.691108200601,0.001
0.458167301521,0.001
0.529963467891,0.001
0.955696080998,0.001
0.666928287415,0.001
0.502246594074,0.001
0.15893458731,0.001
0.911785341154,0.001
0.834118344301,0.001
0.79753138038,0.001
0.198227400427,0.001
0.977579096962,0.001
0.0788816191058,0.001
0.600686294983,0.001
0.0237625832554,0.001
0.572037615192,0.001
0.733102999846,0.001
0.63167308486,0.001
0.0541445010458,0.001
0.181811091859,0.001
0.630746117116,0.001
0.926949818102,0.001
0.21819472158,0.001
0.0528249638797,0.001
0.688190698047,0.001
0.525987382846,0.001
0.0215814411377,0.001
0.355365276139,0.001
